"Name","Position","Team","Year","Week","RushYds","RushTD","RushAtt","RushAve","RushLong"
"kenjon barner","RB","CAR","2018","13","0","0","0","-","0"
"weston richburg","C","SF","2018","13","0","0","0","-","0"
"alex erickson","WR","CIN","2018","13","0","0","1","0.0","0"
"mason cole","C","ARI","2018","13","0","0","0","-","0"
"blaine gabbert","QB","TEN","2018","13","-1","0","1","-1.0","-1"
"dede westbrook","WR","JAX","2018","13","-1","0","1","-1.0","-1"
"jared goff","QB","LAR","2018","13","-2","0","2","-1.0","-1"
"dante pettis","WR","SF","2018","13","-2","0","1","-2.0","-2"
"carson wentz","QB","PHI","2018","13","-4","0","4","-1.0","-1"
"ryan tannehill","QB","MIA","2018","13","-5","0","3","-1.7","-1"
"jamison crowder","WR","WAS","2018","13","-5","0","1","-5.0","-5"
"eric ebron","TE","IND","2018","13","-9","0","1","-9.0","-9"
