"Name","Position","Team","Year","Week","RushYds","RushTD","RushAtt","RushAve","RushLong"
"ryan switzer","WR","PIT","2018","2","5","0","2","2.5","6"
"chase edmonds","RB","ARI","2018","2","5","0","1","5.0","5"
"eli manning","QB","NYG","2018","2","4","0","3","1.3","2"
"jimmy garoppolo","QB","SF","2018","2","4","0","3","1.3","5"
"brandon wilds","RB","JAX","2018","2","4","0","3","1.3","2"
"alex armah","FB","CAR","2018","2","4","0","1","4.0","4"
"spencer ware","RB","KC","2018","2","3","0","1","3.0","3"
"duke johnson","RB","CLE","2018","2","3","0","3","1.0","3"
"mike davis 3","RB","SEA","2018","2","3","0","3","1.0","3"
"jalen richard","WR","OAK","2018","2","3","0","2","1.5","2"
"calvin ridley","WR","ATL","2018","2","3","0","1","3.0","3"
"stevan ridley","RB","PIT","2018","2","2","0","1","2.0","2"
"blaine gabbert","QB","TEN","2018","2","2","0","2","1.0","1"
"andrew luck","QB","IND","2018","2","2","0","4","0.5","2"
"trey burton","TE","CHI","2018","2","2","0","1","2.0","2"
"nelson agholor","WR","PHI","2018","2","2","0","1","2.0","2"
"jared goff","QB","LAR","2018","2","2","0","2","1.0","2"
"chris moore","S","BAL","2018","2","2","0","1","2.0","2"
"wayne gallman","RB","NYG","2018","2","2","0","1","2.0","2"
"jonathan stewart","RB","NYG","2018","2","1","0","2","0.5","2"
"derrick coleman","FB","ARI","2018","2","1","0","1","1.0","1"
"chris thompson","RB","WAS","2018","2","1","0","4","0.3","8"
"stefon diggs","WR","MIN","2018","2","1","0","1","1.0","1"
"rob kelley","RB","WAS","2018","2","1","0","1","1.0","1"
"sam darnold","QB","NYJ","2018","2","1","0","2","0.5","1"
"matt schaub","QB","ATL","2018","2","0","0","1","0.0","0"
"daniel kilgore","C","MIA","2018","2","0","0","0","-","0"
"joe looney","C","DAL","2018","2","0","0","0","-","0"
"deanthony thomas","WR","KC","2018","2","0","0","0","-","0"
"darius phillips","CB","CIN","2018","2","0","0","0","-","0"
"janarion grant","WR","BAL","2018","2","0","0","0","-","0"
"jj jones 2","WR","LAC","2018","2","0","0","1","0.0","0"
"detrez newsome","RB","LAC","2018","2","0","0","1","0.0","0"
"drew brees","QB","NO","2018","2","-1","0","1","-1.0","-1"
"ryan fitzpatrick","QB","TB","2018","2","-1","0","1","-1.0","-1"
"geno smith","QB","LAC","2018","2","-1","0","1","-1.0","-1"
"jonathan williams","RB","NO","2018","2","-1","0","1","-1.0","-1"
"john ross","WR","CIN","2018","2","-3","0","1","-3.0","-3"
"mohamed sanu","WR","ATL","2018","2","-4","0","1","-4.0","-4"
"dede westbrook","WR","JAX","2018","2","-6","0","1","-6.0","-6"
